"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","GGEXP","EDU","PC_GDP","A","2011",5.29744436503149,
"IRL","GGEXP","EDU","PC_GDP","A","2012",5.04901568304649,
"IRL","GGEXP","EDU","PC_GDP","A","2013",4.78300197164492,
"IRL","GGEXP","EDU","PC_GDP","A","2014",4.50423091526039,
"IRL","GGEXP","EDU","PC_GDP","A","2015",3.41823700527761,
"IRL","GGEXP","EDU","PC_GDP","A","2016",3.49376519519668,
"IRL","GGEXP","EDU","PC_GDP","A","2017",3.31114774080639,
"IRL","GGEXP","EDU","PC_GDP","A","2018",3.18354692323201,
"IRL","GGEXP","EDU","PC_GDP","A","2019",3.14138929931857,
"IRL","GGEXP","EDU","PC_GDP","A","2020",3.10189404121938,
"POL","GGEXP","EDU","PC_GDP","A","1995",5.92099924650785,
"POL","GGEXP","EDU","PC_GDP","A","1996",6.14567825199064,
"POL","GGEXP","EDU","PC_GDP","A","1997",5.90739826476993,
"POL","GGEXP","EDU","PC_GDP","A","1998",5.45475808882513,
"POL","GGEXP","EDU","PC_GDP","A","1999",5.70337864883697,
"POL","GGEXP","EDU","PC_GDP","A","2000",5.6490260967851,
"POL","GGEXP","EDU","PC_GDP","A","2001",6.01767261895623,
"POL","GGEXP","EDU","PC_GDP","A","2002",6.14173112012351,
"POL","GGEXP","EDU","PC_GDP","A","2003",6.09512814701494,
"POL","GGEXP","EDU","PC_GDP","A","2004",5.64950256727372,
"POL","GGEXP","EDU","PC_GDP","A","2005",6.07757463176279,
"POL","GGEXP","EDU","PC_GDP","A","2006",5.93960713687933,
"POL","GGEXP","EDU","PC_GDP","A","2007",5.69377216827171,
"POL","GGEXP","EDU","PC_GDP","A","2008",5.63663928324457,
"POL","GGEXP","EDU","PC_GDP","A","2009",5.41119877553252,
"POL","GGEXP","EDU","PC_GDP","A","2010",5.58705994556488,
"POL","GGEXP","EDU","PC_GDP","A","2011",5.46773675514485,
"POL","GGEXP","EDU","PC_GDP","A","2012",5.42220408882032,
"POL","GGEXP","EDU","PC_GDP","A","2013",5.35657979812603,
"POL","GGEXP","EDU","PC_GDP","A","2014",5.31633257906844,
"POL","GGEXP","EDU","PC_GDP","A","2015",5.28197340963518,
"POL","GGEXP","EDU","PC_GDP","A","2016",4.98982897197018,
"POL","GGEXP","EDU","PC_GDP","A","2017",4.91592167416282,
"POL","GGEXP","EDU","PC_GDP","A","2018",4.98500309898021,
"POL","GGEXP","EDU","PC_GDP","A","2019",5.02105229120312,
"POL","GGEXP","EDU","PC_GDP","A","2020",5.1614525048852,
"ISR","GGEXP","EDU","PC_GDP","A","1995",7.3192188500322,
"ISR","GGEXP","EDU","PC_GDP","A","1996",7.5596547702752,
"ISR","GGEXP","EDU","PC_GDP","A","1997",7.54915784624963,
"ISR","GGEXP","EDU","PC_GDP","A","1998",7.35236220544713,
"ISR","GGEXP","EDU","PC_GDP","A","1999",7.16970285197038,
"ISR","GGEXP","EDU","PC_GDP","A","2000",6.88453613754638,
"ISR","GGEXP","EDU","PC_GDP","A","2001",7.26829165892598,
"ISR","GGEXP","EDU","PC_GDP","A","2002",7.27115207663223,
"ISR","GGEXP","EDU","PC_GDP","A","2003",6.92459930873409,
"ISR","GGEXP","EDU","PC_GDP","A","2004",6.590932111384,
"ISR","GGEXP","EDU","PC_GDP","A","2005",6.35562745144872,
"ISR","GGEXP","EDU","PC_GDP","A","2006",6.20775418674133,
"ISR","GGEXP","EDU","PC_GDP","A","2007",6.18293326829113,
"ISR","GGEXP","EDU","PC_GDP","A","2008",6.4480420972374,
"ISR","GGEXP","EDU","PC_GDP","A","2009",6.47682330832133,
"ISR","GGEXP","EDU","PC_GDP","A","2010",6.55251931558801,
"ISR","GGEXP","EDU","PC_GDP","A","2011",6.4949705180402,
"ISR","GGEXP","EDU","PC_GDP","A","2012",6.76054422318755,
"ISR","GGEXP","EDU","PC_GDP","A","2013",6.88353562816732,
"ISR","GGEXP","EDU","PC_GDP","A","2014",6.84435751619323,
"ISR","GGEXP","EDU","PC_GDP","A","2015",6.78636975976728,
"ISR","GGEXP","EDU","PC_GDP","A","2016",6.81154619182073,
"ISR","GGEXP","EDU","PC_GDP","A","2017",6.97051707274333,
"ISR","GGEXP","EDU","PC_GDP","A","2018",7.07653390701796,
"ISR","GGEXP","EDU","PC_GDP","A","2019",6.9489909021626,
"ISR","GGEXP","EDU","PC_GDP","A","2020",6.96759904791589,
"JPN","GGEXP","EDU","PC_GDP","A","2005",3.42970234111451,
"JPN","GGEXP","EDU","PC_GDP","A","2006",3.40420673647374,
"JPN","GGEXP","EDU","PC_GDP","A","2007",3.42027181712267,
"JPN","GGEXP","EDU","PC_GDP","A","2008",3.46865753306312,
"JPN","GGEXP","EDU","PC_GDP","A","2009",3.7796218680951,
"JPN","GGEXP","EDU","PC_GDP","A","2010",3.61196730722136,
"JPN","GGEXP","EDU","PC_GDP","A","2011",3.63084529888397,
"JPN","GGEXP","EDU","PC_GDP","A","2012",3.60126096284188,
"JPN","GGEXP","EDU","PC_GDP","A","2013",3.60127351923705,
"JPN","GGEXP","EDU","PC_GDP","A","2014",3.58965018089439,
"JPN","GGEXP","EDU","PC_GDP","A","2015",3.43968196704919,
"JPN","GGEXP","EDU","PC_GDP","A","2016",3.33550344750559,
"JPN","GGEXP","EDU","PC_GDP","A","2017",3.28701636131216,
"JPN","GGEXP","EDU","PC_GDP","A","2018",3.27817782617746,
"JPN","GGEXP","EDU","PC_GDP","A","2019",3.33645364510667,
"JPN","GGEXP","EDU","PC_GDP","A","2020",3.61977228138935,
"CHE","GGEXP","EDU","PC_GDP","A","1995",5.24558216509312,
"CHE","GGEXP","EDU","PC_GDP","A","1996",5.27347335186708,
"CHE","GGEXP","EDU","PC_GDP","A","1997",5.20219222340605,
"CHE","GGEXP","EDU","PC_GDP","A","1998",5.08177344548878,
"CHE","GGEXP","EDU","PC_GDP","A","1999",5.08796693314344,
"CHE","GGEXP","EDU","PC_GDP","A","2000",5.00109462124631,
"CHE","GGEXP","EDU","PC_GDP","A","2001",5.14287017230958,
"CHE","GGEXP","EDU","PC_GDP","A","2002",5.39941507541686,
"CHE","GGEXP","EDU","PC_GDP","A","2003",5.49969861609329,
"CHE","GGEXP","EDU","PC_GDP","A","2004",5.33022448453311,
"CHE","GGEXP","EDU","PC_GDP","A","2005",5.23190535483001,
"CHE","GGEXP","EDU","PC_GDP","A","2006",5.03339604670015,
"CHE","GGEXP","EDU","PC_GDP","A","2007",4.78920927783058,
"CHE","GGEXP","EDU","PC_GDP","A","2008",4.88832317421179,
"CHE","GGEXP","EDU","PC_GDP","A","2009",5.21148900294436,
"CHE","GGEXP","EDU","PC_GDP","A","2010",5.12583604521272,
"CHE","GGEXP","EDU","PC_GDP","A","2011",5.16032973326469,
"CHE","GGEXP","EDU","PC_GDP","A","2012",5.25501135999164,
"CHE","GGEXP","EDU","PC_GDP","A","2013",5.31408092093177,
"CHE","GGEXP","EDU","PC_GDP","A","2014",5.31158932427874,
"CHE","GGEXP","EDU","PC_GDP","A","2015",5.40040624129544,
"CHE","GGEXP","EDU","PC_GDP","A","2016",5.42519499932689,
"CHE","GGEXP","EDU","PC_GDP","A","2017",5.42517928613347,
"CHE","GGEXP","EDU","PC_GDP","A","2018",5.33991731793607,
"CHE","GGEXP","EDU","PC_GDP","A","2019",5.46119454077473,
"CHE","GGEXP","EDU","PC_GDP","A","2020",5.73913629337953,
"SVN","GGEXP","EDU","PC_GDP","A","1995",6.28739656480578,
"SVN","GGEXP","EDU","PC_GDP","A","1996",6.08374619604376,
"SVN","GGEXP","EDU","PC_GDP","A","1997",6.07760721909612,
"SVN","GGEXP","EDU","PC_GDP","A","1998",6.0465348032998,
"SVN","GGEXP","EDU","PC_GDP","A","1999",6.17516490211102,
"SVN","GGEXP","EDU","PC_GDP","A","2000",6.13049658073005,
"SVN","GGEXP","EDU","PC_GDP","A","2001",6.40301260191451,
"SVN","GGEXP","EDU","PC_GDP","A","2002",6.42199134491229,
"SVN","GGEXP","EDU","PC_GDP","A","2003",6.31527800969841,
"SVN","GGEXP","EDU","PC_GDP","A","2004",6.37059489665087,
"SVN","GGEXP","EDU","PC_GDP","A","2005",6.50978370419577,
"SVN","GGEXP","EDU","PC_GDP","A","2006",6.34839007668266,
"SVN","GGEXP","EDU","PC_GDP","A","2007",5.87298835995162,
"SVN","GGEXP","EDU","PC_GDP","A","2008",6.03899239936659,
"SVN","GGEXP","EDU","PC_GDP","A","2009",6.62654760099618,
"SVN","GGEXP","EDU","PC_GDP","A","2010",6.48516630149193,
"SVN","GGEXP","EDU","PC_GDP","A","2011",6.40326929696888,
"SVN","GGEXP","EDU","PC_GDP","A","2012",6.3976570104703,
"SVN","GGEXP","EDU","PC_GDP","A","2013",6.42686294936693,
"SVN","GGEXP","EDU","PC_GDP","A","2014",5.96814734721703,
"SVN","GGEXP","EDU","PC_GDP","A","2015",5.58173127782752,
"SVN","GGEXP","EDU","PC_GDP","A","2016",5.5390252779608,
"SVN","GGEXP","EDU","PC_GDP","A","2017",5.43565962982498,
"SVN","GGEXP","EDU","PC_GDP","A","2018",5.37773824605457,
"SVN","GGEXP","EDU","PC_GDP","A","2019",5.44784702165688,
"SVN","GGEXP","EDU","PC_GDP","A","2020",5.74583762106547,
"NOR","GGEXP","EDU","PC_GDP","A","1995",6.14574443122377,
"NOR","GGEXP","EDU","PC_GDP","A","1996",5.76852329444605,
"NOR","GGEXP","EDU","PC_GDP","A","1997",6.04140746841432,
"NOR","GGEXP","EDU","PC_GDP","A","1998",6.19526847997469,
"NOR","GGEXP","EDU","PC_GDP","A","1999",5.8839888787846,
"NOR","GGEXP","EDU","PC_GDP","A","2000",5.20758211961523,
"NOR","GGEXP","EDU","PC_GDP","A","2001",5.45845889487095,
"NOR","GGEXP","EDU","PC_GDP","A","2002",5.76639979090675,
"NOR","GGEXP","EDU","PC_GDP","A","2003",6.12590751213925,
"NOR","GGEXP","EDU","PC_GDP","A","2004",5.6540588439838,
"NOR","GGEXP","EDU","PC_GDP","A","2005",5.20923001004529,
"NOR","GGEXP","EDU","PC_GDP","A","2006",4.91829463023566,
"NOR","GGEXP","EDU","PC_GDP","A","2007",4.85781259507279,
"NOR","GGEXP","EDU","PC_GDP","A","2008",4.67444545451059,
"NOR","GGEXP","EDU","PC_GDP","A","2009",5.41568989010003,
"NOR","GGEXP","EDU","PC_GDP","A","2010",5.26023942312479,
"NOR","GGEXP","EDU","PC_GDP","A","2011",5.01757628774909,
"NOR","GGEXP","EDU","PC_GDP","A","2012",4.88567512119385,
"NOR","GGEXP","EDU","PC_GDP","A","2013",4.90719660956023,
"NOR","GGEXP","EDU","PC_GDP","A","2014",5.12386279480415,
"NOR","GGEXP","EDU","PC_GDP","A","2015",5.46749645149346,
"NOR","GGEXP","EDU","PC_GDP","A","2016",5.65205406584837,
"NOR","GGEXP","EDU","PC_GDP","A","2017",5.57938351304947,
"NOR","GGEXP","EDU","PC_GDP","A","2018",5.39508708742508,
"NOR","GGEXP","EDU","PC_GDP","A","2019",5.60600244030842,
"NOR","GGEXP","EDU","PC_GDP","A","2020",5.90555533238193,
"SVK","GGEXP","EDU","PC_GDP","A","1995",3.50435093348183,
"SVK","GGEXP","EDU","PC_GDP","A","1996",3.59517654862144,
"SVK","GGEXP","EDU","PC_GDP","A","1997",3.74528067851835,
"SVK","GGEXP","EDU","PC_GDP","A","1998",3.32220747542395,
"SVK","GGEXP","EDU","PC_GDP","A","1999",3.21604604271283,
"SVK","GGEXP","EDU","PC_GDP","A","2000",3.74725210619086,
"SVK","GGEXP","EDU","PC_GDP","A","2001",3.60573537528654,
"SVK","GGEXP","EDU","PC_GDP","A","2002",3.45603343200418,
"SVK","GGEXP","EDU","PC_GDP","A","2003",4.36851959973093,
"SVK","GGEXP","EDU","PC_GDP","A","2004",3.76734656619283,
"SVK","GGEXP","EDU","PC_GDP","A","2005",3.88474637077171,
"SVK","GGEXP","EDU","PC_GDP","A","2006",3.89803841900733,
"SVK","GGEXP","EDU","PC_GDP","A","2007",3.65034458589215,
"SVK","GGEXP","EDU","PC_GDP","A","2008",3.6852461303188,
"SVK","GGEXP","EDU","PC_GDP","A","2009",4.47652198588173,
"SVK","GGEXP","EDU","PC_GDP","A","2010",4.5243109109064,
"SVK","GGEXP","EDU","PC_GDP","A","2011",4.26861306336071,
"SVK","GGEXP","EDU","PC_GDP","A","2012",4.01656462060439,
"SVK","GGEXP","EDU","PC_GDP","A","2013",4.12590248831186,
"SVK","GGEXP","EDU","PC_GDP","A","2014",4.03663049487415,
"SVK","GGEXP","EDU","PC_GDP","A","2015",4.15826074437117,
"SVK","GGEXP","EDU","PC_GDP","A","2016",3.85111968657382,
"SVK","GGEXP","EDU","PC_GDP","A","2017",3.87871119737188,
"SVK","GGEXP","EDU","PC_GDP","A","2018",3.9274904671997,
"SVK","GGEXP","EDU","PC_GDP","A","2019",4.24671419927615,
"SVK","GGEXP","EDU","PC_GDP","A","2020",4.52159315807835,
"PRT","GGEXP","EDU","PC_GDP","A","1995",5.53478587774932,
"PRT","GGEXP","EDU","PC_GDP","A","1996",5.78208585799046,
"PRT","GGEXP","EDU","PC_GDP","A","1997",5.99881013527089,
"PRT","GGEXP","EDU","PC_GDP","A","1998",6.04551917467149,
"PRT","GGEXP","EDU","PC_GDP","A","1999",6.36691435909735,
"PRT","GGEXP","EDU","PC_GDP","A","2000",6.28895760130412,
"PRT","GGEXP","EDU","PC_GDP","A","2001",6.39271546651122,
"PRT","GGEXP","EDU","PC_GDP","A","2002",6.55161747074516,
"PRT","GGEXP","EDU","PC_GDP","A","2003",6.47936522763276,
"PRT","GGEXP","EDU","PC_GDP","A","2004",6.60184986654834,
"PRT","GGEXP","EDU","PC_GDP","A","2005",6.64499547103277,
"PRT","GGEXP","EDU","PC_GDP","A","2006",6.3641826969705,
"PRT","GGEXP","EDU","PC_GDP","A","2007",5.87503430025271,
"PRT","GGEXP","EDU","PC_GDP","A","2008",5.9656304275923,
"PRT","GGEXP","EDU","PC_GDP","A","2009",6.50380328954008,
"PRT","GGEXP","EDU","PC_GDP","A","2010",6.72898924401414,
"PRT","GGEXP","EDU","PC_GDP","A","2011",6.13007082362966,
"PRT","GGEXP","EDU","PC_GDP","A","2012",5.38054569933448,
"PRT","GGEXP","EDU","PC_GDP","A","2013",5.47199591789115,
"PRT","GGEXP","EDU","PC_GDP","A","2014",5.30950824966802,
"PRT","GGEXP","EDU","PC_GDP","A","2015",5.08276080106076,
"PRT","GGEXP","EDU","PC_GDP","A","2016",4.77090407904376,
"PRT","GGEXP","EDU","PC_GDP","A","2017",4.58314767533562,
"PRT","GGEXP","EDU","PC_GDP","A","2018",4.4364104895367,
"PRT","GGEXP","EDU","PC_GDP","A","2019",4.4689945106375,
"PRT","GGEXP","EDU","PC_GDP","A","2020",4.99489177723677,
"ITA","GGEXP","EDU","PC_GDP","A","1995",4.35879548677896,
"ITA","GGEXP","EDU","PC_GDP","A","1996",4.49004931479711,
"ITA","GGEXP","EDU","PC_GDP","A","1997",4.46286210564986,
"ITA","GGEXP","EDU","PC_GDP","A","1998",4.43823411930621,
"ITA","GGEXP","EDU","PC_GDP","A","1999",4.4314531895729,
"ITA","GGEXP","EDU","PC_GDP","A","2000",4.33624169350153,
"ITA","GGEXP","EDU","PC_GDP","A","2001",4.41728199066233,
"ITA","GGEXP","EDU","PC_GDP","A","2002",4.43875615261636,
"ITA","GGEXP","EDU","PC_GDP","A","2003",4.54466975245882,
"ITA","GGEXP","EDU","PC_GDP","A","2004",4.32046953871705,
"ITA","GGEXP","EDU","PC_GDP","A","2005",4.44376214193652,
"ITA","GGEXP","EDU","PC_GDP","A","2006",4.37292311623954,
"ITA","GGEXP","EDU","PC_GDP","A","2007",4.42046325585981,
"ITA","GGEXP","EDU","PC_GDP","A","2008",4.28616509232403,
"ITA","GGEXP","EDU","PC_GDP","A","2009",4.52939817819036,
"ITA","GGEXP","EDU","PC_GDP","A","2010",4.34659563077639,
"ITA","GGEXP","EDU","PC_GDP","A","2011",4.0606377245193,
"ITA","GGEXP","EDU","PC_GDP","A","2012",4.05627156120135,
"ITA","GGEXP","EDU","PC_GDP","A","2013",4.08692896418685,
"ITA","GGEXP","EDU","PC_GDP","A","2014",4.0391651595644,
"ITA","GGEXP","EDU","PC_GDP","A","2015",3.9978675269051,
"ITA","GGEXP","EDU","PC_GDP","A","2016",3.85846263221296,
"ITA","GGEXP","EDU","PC_GDP","A","2017",3.86055383852795,
"ITA","GGEXP","EDU","PC_GDP","A","2018",3.92537797410307,
"ITA","GGEXP","EDU","PC_GDP","A","2019",3.90091328381706,
"ITA","GGEXP","EDU","PC_GDP","A","2020",4.24985490371255,
"ISL","GGEXP","EDU","PC_GDP","A","1998",6.99217238003101,
"ISL","GGEXP","EDU","PC_GDP","A","1999",7.08392588960153,
"ISL","GGEXP","EDU","PC_GDP","A","2000",7.08554411147619,
"ISL","GGEXP","EDU","PC_GDP","A","2001",7.25263405773101,
"ISL","GGEXP","EDU","PC_GDP","A","2002",7.71835943599563,
"ISL","GGEXP","EDU","PC_GDP","A","2003",7.72308474323549,
"ISL","GGEXP","EDU","PC_GDP","A","2004",7.62821010029814,
"ISL","GGEXP","EDU","PC_GDP","A","2005",7.80178489574039,
"ISL","GGEXP","EDU","PC_GDP","A","2006",7.6686496457942,
"ISL","GGEXP","EDU","PC_GDP","A","2007",7.43683747275521,
"ISL","GGEXP","EDU","PC_GDP","A","2008",7.51893810410179,
"ISL","GGEXP","EDU","PC_GDP","A","2009",7.5679200537851,
"ISL","GGEXP","EDU","PC_GDP","A","2010",7.18263620915656,
"ISL","GGEXP","EDU","PC_GDP","A","2011",7.1281882153893,
"ISL","GGEXP","EDU","PC_GDP","A","2012",6.96683471369544,
"ISL","GGEXP","EDU","PC_GDP","A","2013",6.82118324123232,
"ISL","GGEXP","EDU","PC_GDP","A","2014",6.94700182390846,
"ISL","GGEXP","EDU","PC_GDP","A","2015",6.80265056402533,
"ISL","GGEXP","EDU","PC_GDP","A","2016",6.6974187312593,
"ISL","GGEXP","EDU","PC_GDP","A","2017",6.99264150889698,
"ISL","GGEXP","EDU","PC_GDP","A","2018",6.9948271813732,
"ISL","GGEXP","EDU","PC_GDP","A","2019",6.9681400100047,
"ISL","GGEXP","EDU","PC_GDP","A","2020",7.72706532574869,
"DEU","GGEXP","EDU","PC_GDP","A","1995",4.12412053140224,
"DEU","GGEXP","EDU","PC_GDP","A","1996",4.22753437633368,
"DEU","GGEXP","EDU","PC_GDP","A","1997",4.2191061367055,
"DEU","GGEXP","EDU","PC_GDP","A","1998",4.15012758014714,
"DEU","GGEXP","EDU","PC_GDP","A","1999",4.13118845533824,
"DEU","GGEXP","EDU","PC_GDP","A","2000",4.06815261558302,
"DEU","GGEXP","EDU","PC_GDP","A","2001",4.1470812965469,
"DEU","GGEXP","EDU","PC_GDP","A","2002",4.16305752188234,
"DEU","GGEXP","EDU","PC_GDP","A","2003",4.17101877851481,
"DEU","GGEXP","EDU","PC_GDP","A","2004",4.10064883404346,
"DEU","GGEXP","EDU","PC_GDP","A","2005",4.10731063535972,
"DEU","GGEXP","EDU","PC_GDP","A","2006",4.02527378536569,
"DEU","GGEXP","EDU","PC_GDP","A","2007",3.9224660438879,
"DEU","GGEXP","EDU","PC_GDP","A","2008",3.94476318383343,
"DEU","GGEXP","EDU","PC_GDP","A","2009",4.34005388984066,
"DEU","GGEXP","EDU","PC_GDP","A","2010",4.38036187802215,
"DEU","GGEXP","EDU","PC_GDP","A","2011",4.29502220110189,
"DEU","GGEXP","EDU","PC_GDP","A","2012",4.2655292116373,
"DEU","GGEXP","EDU","PC_GDP","A","2013",4.35548757714265,
"DEU","GGEXP","EDU","PC_GDP","A","2014",4.31084603218523,
"DEU","GGEXP","EDU","PC_GDP","A","2015",4.2467731595609,
"DEU","GGEXP","EDU","PC_GDP","A","2016",4.19687119186918,
"DEU","GGEXP","EDU","PC_GDP","A","2017",4.18250101005154,
"DEU","GGEXP","EDU","PC_GDP","A","2018",4.26650225081341,
"DEU","GGEXP","EDU","PC_GDP","A","2019",4.33920869730455,
"DEU","GGEXP","EDU","PC_GDP","A","2020",4.61266271807085,
"BEL","GGEXP","EDU","PC_GDP","A","1995",5.78386244228323,
"BEL","GGEXP","EDU","PC_GDP","A","1996",5.9089417888431,
"BEL","GGEXP","EDU","PC_GDP","A","1997",5.81098296977039,
"BEL","GGEXP","EDU","PC_GDP","A","1998",5.85520484146506,
"BEL","GGEXP","EDU","PC_GDP","A","1999",5.7644498150285,
"BEL","GGEXP","EDU","PC_GDP","A","2000",5.53272454094839,
"BEL","GGEXP","EDU","PC_GDP","A","2001",5.67605715325521,
"BEL","GGEXP","EDU","PC_GDP","A","2002",5.78966455985031,
"BEL","GGEXP","EDU","PC_GDP","A","2003",5.89131871172211,
"BEL","GGEXP","EDU","PC_GDP","A","2004",5.62934333536487,
"BEL","GGEXP","EDU","PC_GDP","A","2005",5.69156773242987,
"BEL","GGEXP","EDU","PC_GDP","A","2006",5.62657714942112,
"BEL","GGEXP","EDU","PC_GDP","A","2007",5.51823546376523,
"BEL","GGEXP","EDU","PC_GDP","A","2008",5.72372279655237,
"BEL","GGEXP","EDU","PC_GDP","A","2009",6.08142976880148,
"BEL","GGEXP","EDU","PC_GDP","A","2010",6.0407264303777,
"BEL","GGEXP","EDU","PC_GDP","A","2011",6.2122075347942,
"BEL","GGEXP","EDU","PC_GDP","A","2012",6.25576973323214,
"BEL","GGEXP","EDU","PC_GDP","A","2013",6.37464365709631,
"BEL","GGEXP","EDU","PC_GDP","A","2014",6.30984907567754,
"BEL","GGEXP","EDU","PC_GDP","A","2015",6.30720223162197,
"BEL","GGEXP","EDU","PC_GDP","A","2016",6.21462765642071,
"BEL","GGEXP","EDU","PC_GDP","A","2017",6.23361279999712,
"BEL","GGEXP","EDU","PC_GDP","A","2018",6.20953164302725,
"BEL","GGEXP","EDU","PC_GDP","A","2019",6.12896823324176,
"BEL","GGEXP","EDU","PC_GDP","A","2020",6.58372520232096,
"AUS","GGEXP","EDU","PC_GDP","A","1998",5.49801412322092,
"AUS","GGEXP","EDU","PC_GDP","A","1999",5.50697716563972,
"AUS","GGEXP","EDU","PC_GDP","A","2000",5.62826780742853,
"AUS","GGEXP","EDU","PC_GDP","A","2001",5.71297058068817,
"AUS","GGEXP","EDU","PC_GDP","A","2002",5.65520609348021,
"AUS","GGEXP","EDU","PC_GDP","A","2003",5.59621129663509,
"AUS","GGEXP","EDU","PC_GDP","A","2004",5.7059699911128,
"AUS","GGEXP","EDU","PC_GDP","A","2005",5.57440955286995,
"AUS","GGEXP","EDU","PC_GDP","A","2006",5.36716518849859,
"AUS","GGEXP","EDU","PC_GDP","A","2007",5.33001230544297,
"AUS","GGEXP","EDU","PC_GDP","A","2008",5.60827616171435,
"AUS","GGEXP","EDU","PC_GDP","A","2009",6.64439190593374,
"AUS","GGEXP","EDU","PC_GDP","A","2010",6.4246903031085,
"AUS","GGEXP","EDU","PC_GDP","A","2011",5.87671046597199,
"AUS","GGEXP","EDU","PC_GDP","A","2012",5.91208058845505,
"AUS","GGEXP","EDU","PC_GDP","A","2013",5.76937151764954,
"AUS","GGEXP","EDU","PC_GDP","A","2014",5.80143595935453,
"AUS","GGEXP","EDU","PC_GDP","A","2015",5.85663797753053,
"AUS","GGEXP","EDU","PC_GDP","A","2016",5.73870782134467,
"AUS","GGEXP","EDU","PC_GDP","A","2017",5.84445644416827,
"AUS","GGEXP","EDU","PC_GDP","A","2018",5.91894742303683,
"AUS","GGEXP","EDU","PC_GDP","A","2019",6.3481101769109,
"AUS","GGEXP","EDU","PC_GDP","A","2020",6.09718523047521,
"AUS","GGEXP","TOT","PC_GDP","A","1998",37.2878137331265,
"AUS","GGEXP","TOT","PC_GDP","A","1999",36.7134831460674,
"AUS","GGEXP","TOT","PC_GDP","A","2000",37.3619315995564,
"AUS","GGEXP","TOT","PC_GDP","A","2001",37.1197591642704,
"AUS","GGEXP","TOT","PC_GDP","A","2002",36.5215138022709,
"AUS","GGEXP","TOT","PC_GDP","A","2003",36.3174775943123,
"AUS","GGEXP","TOT","PC_GDP","A","2004",36.3540434586118,
"AUS","GGEXP","TOT","PC_GDP","A","2005",36.0041605599737,
"AUS","GGEXP","TOT","PC_GDP","A","2006",35.8648110235931,
"AUS","GGEXP","TOT","PC_GDP","A","2007",35.6124268860784,
"AUS","GGEXP","TOT","PC_GDP","A","2008",38.2129472012533,
"AUS","GGEXP","TOT","PC_GDP","A","2009",39.2797793280302,
"AUS","GGEXP","TOT","PC_GDP","A","2010",37.891840330287,
"AUS","GGEXP","TOT","PC_GDP","A","2011",38.4050271434818,
"AUS","GGEXP","TOT","PC_GDP","A","2012",38.2670852809441,
"AUS","GGEXP","TOT","PC_GDP","A","2013",38.5768270552241,
"AUS","GGEXP","TOT","PC_GDP","A","2014",39.190848300227,
"AUS","GGEXP","TOT","PC_GDP","A","2015",39.6101326183774,
"AUS","GGEXP","TOT","PC_GDP","A","2016",38.9351886597211,
"AUS","GGEXP","TOT","PC_GDP","A","2017",39.008973562317,
"AUS","GGEXP","TOT","PC_GDP","A","2018",39.0044657053045,
"AUS","GGEXP","TOT","PC_GDP","A","2019",44.1645773037342,
"AUS","GGEXP","TOT","PC_GDP","A","2020",46.2792350963916,
"LVA","GGEXP","EDU","PC_GDP","A","1995",5.83469665120191,
"LVA","GGEXP","EDU","PC_GDP","A","1996",5.16252492148464,
"LVA","GGEXP","EDU","PC_GDP","A","1997",5.24334393875149,
"LVA","GGEXP","EDU","PC_GDP","A","1998",6.19985684964474,
"LVA","GGEXP","EDU","PC_GDP","A","1999",6.07448356606923,
"LVA","GGEXP","EDU","PC_GDP","A","2000",5.41356251519621,
"LVA","GGEXP","EDU","PC_GDP","A","2001",5.55403336676497,
"LVA","GGEXP","EDU","PC_GDP","A","2002",5.68616756469651,
"LVA","GGEXP","EDU","PC_GDP","A","2003",5.31540955806295,
"LVA","GGEXP","EDU","PC_GDP","A","2004",5.7527794466889,
"LVA","GGEXP","EDU","PC_GDP","A","2005",5.29889593830605,
"LVA","GGEXP","EDU","PC_GDP","A","2006",5.59994869761178,
"LVA","GGEXP","EDU","PC_GDP","A","2007",5.49999568354881,
"LVA","GGEXP","EDU","PC_GDP","A","2008",6.27611591350897,
"LVA","GGEXP","EDU","PC_GDP","A","2009",6.62431300028926,
"LVA","GGEXP","EDU","PC_GDP","A","2010",6.16619434563727,
"LVA","GGEXP","EDU","PC_GDP","A","2011",6.02433535183446,
"LVA","GGEXP","EDU","PC_GDP","A","2012",5.71877385321551,
"LVA","GGEXP","EDU","PC_GDP","A","2013",5.74921721868336,
"LVA","GGEXP","EDU","PC_GDP","A","2014",5.90193721254415,
"LVA","GGEXP","EDU","PC_GDP","A","2015",5.87124614288564,
"LVA","GGEXP","EDU","PC_GDP","A","2016",5.54271428641249,
"LVA","GGEXP","EDU","PC_GDP","A","2017",5.76702871614905,
"LVA","GGEXP","EDU","PC_GDP","A","2018",5.82573871948931,
"LVA","GGEXP","EDU","PC_GDP","A","2019",5.72346008110854,
"LVA","GGEXP","EDU","PC_GDP","A","2020",5.77958473356727,
"LVA","GGEXP","TOT","PC_GDP","A","1995",35.6100023230395,
"LVA","GGEXP","TOT","PC_GDP","A","1996",35.4014828483588,
"LVA","GGEXP","TOT","PC_GDP","A","1997",35.1192664766982,
"LVA","GGEXP","TOT","PC_GDP","A","1998",37.9672649553466,
"LVA","GGEXP","TOT","PC_GDP","A","1999",40.8420261223678,
"LVA","GGEXP","TOT","PC_GDP","A","2000",37.1203859945927,
"LVA","GGEXP","TOT","PC_GDP","A","2001",34.6678013702912,
